title;img_link;description
La Brea;Sci-Fi_041.jpg;A massive sinkhole mysteriously opens up in Los Angeles, separating part of a family in an unexplainable primeval world, alongside a desperate group of strangers.
Morbius;Sci-Fi_042.jpg;Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.
Ant-Man and the Wasp: Quantumania;Sci-Fi_043.jpg;Scott Lang and Hope Van Dyne, along with Hank Pym and Janet Van Dyne, explore the Quantum Realm, where they interact with strange creatures and embark on an adventure that goes beyond the limits of what they thought was possible.
The Orville;Sci-Fi_044.jpg;Set 400 years in the future, finds the crew of the U.S.S. Orville continuing their mission of exploration, as they navigate both the mysteries of the universe and the complexities of their own interpersonal relationships.
Quantum Leap;Sci-Fi_045.jpg;Set 30 years after Dr. Sam Beckett stepped into the Quantum Leap accelerator and vanished, follows a new team that must restart the project hoping to understand the mysteries behind the machine and its creator.
Doctor Strange in the Multiverse of Madness;Sci-Fi_046.jpg;
Fear the Walking Dead;Sci-Fi_047.jpg;A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.
Jurassic World: Dominion;Sci-Fi_048.jpg;Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.
Inception;Sci-Fi_049.jpg;A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.
From;Sci-Fi_050.jpg;Unravel the mystery of a city in middle U.S.A. that imprisons everyone who enters. As the residents struggle to maintain a sense of normalcy and seek a way out, they must also survive the threats of the surrounding forest.
Star Wars: Tales of the Jedi;It showcases animated shorts that feature Jedi from the prequel era.;Short_01.jpg
Abbott Elementary;Follows a group of teachers brought together in one of the worst public schools in the country, simply because they love teaching.;Short_02.jpg
Zootopia+;The adventures of the creatures of the most incredible metropolis: Zootopia.;Short_03.jpg
Hotel Desire;A young single mother drops her son of at the bus stop to visit his dad in Paris. After being late for work, she almost gets fired. At the end of her duties she gets into a tricky situation which she handles, with the advice her colleague gave her.;Short_04.jpg
Love, Death & Robots;A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.;Short_05.jpg
Lopez vs. Lopez;A working-class family comedy about dysfunction, reconnection, and all the pain and joy in between.;Short_06.jpg
Family Reunion;When the McKellan family moves from Seattle to Georgia to be closer to extended family, the transition is like being a catfish out of water.;Short_07.jpg
Transformers: Earthspark;A new species of Transformers must find their place and purpose among Autobots, Decepticons, and the human family who adopts them.;Short_08.jpg
Black Panther: Origins;The untold story of how T'Challa, the King of Wakanda, rose to power in the isolated, technologically advanced African nation of Wakanda.;Short_09.jpg
Over the Garden Wall;Two brothers find themselves lost in a mysterious land and try to find their way home.;Short_010.jpg
The Cuphead Show!;Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.;Short_011.jpg
Kenobi: A Star Wars Fan Film;After years in hiding, Obi-Wan Kenobi struggles to reconnect with the Force in order to protect Luke Skywalker from Imperial forces.;Short_012.jpg
Bob Hearts Abishola;An American guy falls in love with his Nigerian nurse.;Short_013.jpg
Boss Bitch Fight Challenge;At home and bored during the pandemic lockdown, Zoë Bell picks a fight with her Boss Bitch friends. Glorious mayhem ensues.;Short_014.jpg
Bruce Mercury and the Band of Pirates: XXX Lust;;Short_015.jpg
Home Movie: The Princess Bride;Serialized remake of 'The Princess Bride' told in short chapters featuring celebrities at home during quarantine.;Short_016.jpg
I Am Groot;A series of shorts featuring the seedling Groot along with several new and unusual characters.;Short_017.jpg
Laura Hasn't Slept;Desperate to rid herself of a recurring nightmare, a young woman seeks the help of her therapist.;Short_018.jpg
State of Alabama vs. Brittany Smith;Tells the harrowing story of a woman trying to use Alabama's Stand Your Ground law after killing a man she says brutally attacked her.;Short_019.jpg
Phineas and Ferb;Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.;Short_020.jpg
The Amazing World of Gumball;The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.;Short_021.jpg
Father of the Bride Part 3 (ish);Twenty-five years after the second movie's release, the Banks family gathers for a Zoom call and a very special wedding-related announcement.;Short_022.jpg
Terrifier;After witnessing a brutal murder on Halloween night, a young woman becomes the next target of a maniacal entity.;Short_023.jpg
Amphibia;Ordinary Anne Boonchuy, 13, finds a music box that sends her to Amphibia, a world full of frogs, toads, and giant insects. With help from Sprig, she must adjust to life in Amphibia and discover the first true friendship in her life.;Short_024.jpg
Gabby's Dollhouse;This colorful series leads preschoolers room to room through a fantastical dollhouse of delightful mini-worlds and irresistible kitty characters.;Short_025.jpg
Most Dangerous Game;Desperate to take care of his pregnant wife before a terminal illness can take his life, Dodge Tynes accepts an offer to participate in a deadly game where he soon discovers that he's not the hunter - but the prey.;Short_026.jpg
By the Lake;Angela goes for a walk in the nude down by the lake.;Short_028.jpg
Teen Titans Go!;Superhero roommates Robin, Cyborg, Starfire, Raven and Beast Boy love saving the day, but what happens when they're done fighting crime?;Short_029.jpg
Oats Studios;It is a series of experimental short films that envision post-apocalyptic worlds and nightmarish scenarios.;Short_030.jpg
Weird: The Al Yankovic Story;A fictional biographical film that parodies other films based on musicians. Yankovic is played by Aaron Paul, while Yankovic himself plays a music producer.;Short_032.jpg
The Loud House;Lincoln Loud is an eleven-year-old boy who lives with ten sisters. With the help of his right-hand man Clyde, Lincoln finds new ways to survive in such a large family every day.;Short_033.jpg
Man vs. Bee;A man finds himself at war with a bee while housesitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?;Short_034.jpg
The Sandman;When The Sandman is pulled from his realm and imprisoned on Earth, he languishes for decades before finally escaping.;Short_035.jpg
Tom and Jerry;House cat (Tom) and a mouse (Jerry). The plots of each short usually center on Tom and Jerry's numerous attempts to have the best of each other and the mayhem and destruction that follows.;Short_036.jpg
A Charlie Brown Thanksgiving;Peppermint Patty invites herself and her friends over to Charlie Brown's for Thanksgiving, and with Linus, Snoopy, and Woodstock, he attempts to throw together a Thanksgiving dinner.;Short_037.jpg
Smiling Friends;Follows employees of a small company dedicated to bringing happiness to a bizarre yet colorful world.;Short_038.jpg
Thomas & Friends: Big World! Big Adventures!;This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.;Short_039.jpg
Star vs. the Forces of Evil;Star Butterfly arrives on Earth to live with the Diazes, a Mexican-American family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.;Short_040.jpg
Judy Justice;Judge Judy Sheindlin presides over a new array of cases, litigants and judgments.;Short_041.jpg
Zen - Grogu and Dust Bunnies;"Zen - Grogu and Dust Bunnies" is a hand drawn animated short by Studio Ghibli.;Short_042.jpg
As Above, So Below: The Underworld of 'John Wick';A close look at the assassin's lifestyle in the film.;Short_044.jpg
Craig of the Creek;Craig of the Creek follows a young boy, Craig, and his two friends, Kelsey and JP, as they go on adventures within a world of untamed, kid-dominated wilderness in the creek.;Short_045.jpg
Threat Level Midnight: The Movie;;Short_046.jpg
The Boys Presents: Diabolical;A collection of animated short stories that takes place inside The Boys universe.;Short_047.jpg
Frosty the Snowman;A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.;Short_048.jpg
Superman/Shazam! The Return of Black Adam;Superman finds a foe who may be too powerful even for him to defeat in the murderous Black Adam. Fortunately, Black Adam's real target is the Earth's Mightiest Mortal--Captain Marvel.;Short_049.jpg
The 9th Circle;A woman is abducted by a sinister stranger on Halloween night for a fate worse than death.;Short_050.jpg
Ted Lasso;American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League football team.;Sport_01.jpg
One Tree Hill;Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina.;Sport_02.jpg
Lamborghini;The life story of Ferruccio Lamborghini, the founder of Lamborghini.;Sport_03.jpg
Chariots of Fire;Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.;Sport_04.jpg
Cobra Kai;Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.;Sport_05.jpg
FIFA Uncovered;From power struggles to global politics, an exploration of FIFA reveals the organization's checkered history and what it takes to host a World Cup.;Sport_06.jpg
The Mighty Ducks: Game Changers;After failing to make the cut to join the now powerhouse Mighty Ducks junior hockey team, 12-year-old Evan's mother encourages him to form a new team of underdogs with help from Gordon Bombay, the Ducks' original coach.;Sport_07.jpg
Friday Night Lights;A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.;Sport_08.jpg
Creed III;Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.;Sport_09.jpg
Le Mans '66;American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.;Sport_010.jpg
All American;When a star high school football player from South Central is recruited to play for Beverly Hills High School, two separate worlds collide.;Sport_011.jpg
A League of Their Own;Comedy series about the WWII All-American professional women's baseball league.;Sport_012.jpg
Hustle;A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.;Sport_013.jpg
Welcome to Wrexham;Docuseries chronicling the purchase and stewardship of Wrexham AFC, one of professional football's oldest clubs, by two Hollywood actors, Ryan Reynolds and Rob McElhenney.;Sport_014.jpg
The Soccer Football Movie;Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.;Sport_015.jpg
80 for Brady;A group of friends made it their life-long mission to go to the Super Bowl and meet NFL superstar Tom Brady.;Sport_016.jpg
Cars;On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town, and learns that winning isn't everything in life.;Sport_017.jpg
Rocky;A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.;Sport_018.jpg
Moneyball;Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.;Sport_020.jpg
Warrior;The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.;Sport_021.jpg
Dodgeball: A True Underdog Story;A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.;Sport_022.jpg
The Replacements;During a pro football strike, the owners hire substitute players.;Sport_023.jpg
The Waterboy;A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.;Sport_024.jpg
Molly's Game;The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.;Sport_025.jpg
Blue Lock;;Sport_026.jpg
Creed;The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.;Sport_027.jpg
The Karate Kid;A martial arts master agrees to teach karate to a bullied teenager.;Sport_028.jpg
The Longest Yard;Prison inmates form a football team to challenge the prison guards.;Sport_030.jpg
Remember the Titans;The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.;Sport_031.jpg
Big Shot;A temperamental college basketball coach who gets fired from his job and must take a teaching and coaching job at an elite all-girls private high school.;Sport_032.jpg
Fighting with My Family;A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.;Sport_033.jpg
A League of Their Own;Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.;Sport_034.jpg
King Richard;A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.;Sport_036.jpg
All American: Homecoming;Follows a young tennis hopeful from Beverly Hills and an elite baseball player from Chicago as they contend with the high stakes of college sports.;Sport_037.jpg
Rush;The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.;Sport_038.jpg
17 Again;Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.;Sport_039.jpg
The Grand Tour;Follow Jeremy, Richard and James, as they embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.;Sport_040.jpg
Happy Gilmore;A rejected hockey player puts his skills to the golf course to save his grandmother's house.;Sport_041.jpg
The Blind Side;The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.;Sport_042.jpg
No Limit;Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.;Sport_043.jpg
Winning Time: The Rise of the Lakers Dynasty;The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.;Sport_044.jpg
The Sandlot Kids;In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.;Sport_045.jpg
Creed II;Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.;Sport_046.jpg
The League;An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.;Sport_047.jpg
Raging Bull;The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.;Sport_048.jpg
Jerry Maguire;When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.;Sport_049.jpg
The Mighty Ducks;A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.;Sport_050.jpg
Black Panther: Wakanda Forever;The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.;Thriller_01.jpg
Andor;Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.;Thriller_02.jpg
The Walking Dead;Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.;Thriller_03.jpg
The Peripheral;Set in the future when technology has subtly altered society, a woman discovers a secret connection to an alternate reality as well as a dark future of her own.;Thriller_04.jpg
The Menu;A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.;Thriller_05.jpg
Don't Worry Darling;A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company could be hiding disturbing secrets.;Thriller_06.jpg
Guillermo del Toro's Cabinet of Curiosities;Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.;Thriller_07.jpg
Where the Crawdads Sing;A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.;Thriller_08.jpg
Smile;After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. Rose must confront her troubling past in order to survive and escape her horrifying new reality.;Thriller_09.jpg
The Wonder;A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil.;Thriller_010.jpg
Manifest;A commercial airliner suddenly reappears after being missing for five years. As those aboard reintegrate into society, they experience guiding voices and visions of events yet to occur, and soon a deeper mystery unfolds.;Thriller_011.jpg
Barbarian;A woman staying at an Airbnb discovers that the house she has rented is not what it seems.;Thriller_012.jpg
The Handmaid's Tale;Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.;Thriller_013.jpg
American Horror Story;;Thriller_014.jpg
Amsterdam;In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.;Thriller_015.jpg
Poker Face;A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in.;Thriller_016.jpg
Inside Man;A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.;Thriller_017.jpg
SAS Rogue Heroes;SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.;Thriller_018.jpg
Bullet Train;Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.;Thriller_019.jpg
Breaking Bad;A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.;Thriller_020.jpg
Stranger Things;When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.;Thriller_021.jpg
The Watcher;A married couple moving into their dream home are threatened by terrifying letters from a stalker, signed - "The Watcher.";Thriller_022.jpg
John Wick: Chapter 4;John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.;Thriller_023.jpg
The Good Nurse;An infamous caregiver is implicated in the deaths of hundreds of hospital patients.;Thriller_024.jpg
The Devil's Hour;A woman who wakes up every night at exactly 3.33AM, in the middle of the so-called devil's hour between 3AM and 4AM.;Thriller_025.jpg
Glass Onion: A Knives Out Mystery;Famed Southern detective Benoit Blanc travels to Greece for his latest case.;Thriller_026.jpg
Monica O My Darling;A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing not even death , is what it seems to be.;Thriller_027.jpg
X;In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.;Thriller_028.jpg
Nope;The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.;Thriller_029.jpg
Dark;A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.;Thriller_030.jpg
NCIS: Naval Criminal Investigative Service;The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team.;Thriller_031.jpg
Supernatural;Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.;Thriller_032.jpg
Law & Order: Special Victims Unit;This series follows the Special Victims Unit, a specially trained squad of detectives in the New York City Police Department that investigate sexually related crimes.;Thriller_033.jpg
Dahmer - Monster: The Jeffrey Dahmer Story;Story of the Milwaukee Monster told from the perspective of the victims and police incompetence that allowed the Wisconsin native to go on a multiyear killing spree.;Thriller_034.jpg
Chainsaw Man;Following a betrayal, a young man left for the dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.;Thriller_035.jpg
Kantara;It involves culture of Kambla and Bhootha Kola. A human and nature conflict where Shiva is a rebel who defends his village and nature. A death leads to war between villagers and evil forces. Will he able to regain peace in the village?;Thriller_037.jpg
Terrifier;On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown.;Thriller_038.jpg
The Blacklist;A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.;Thriller_039.jpg
Paradise City;Ryan Swan must carve his way through the Hawaiian crime world to wreak vengeance on the kingpin who murdered his father.;Thriller_040.jpg
Violent Night;When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).;Thriller_041.jpg
Shantaram;Lindsay, Australian character, sentenced to a long, harsh prison term after life spirals out of control, he escapes and makes his way to Bombay. Befriended by a Prabaker, by a twist of fate Lin ends up living in Prabaker's slum.;Thriller_042.jpg
Severance;Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.;Thriller_043.jpg
Big Sky;A private detective teams up with an ex-cop to solve a kidnapping case in Montana.;Thriller_044.jpg
The Batman;When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.;Thriller_045.jpg
Black Mirror;An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.;Thriller_046.jpg
The Old Man;A retired CIA agent is hunted by both the agency he once worked for and his own nightmares, when an unknown man suddenly visits him after nearly three decades.;Thriller_047.jpg
The Sinner;Anthology series that examines how and why ordinary people commit brutal crimes.;Thriller_048.jpg
Jack Ryan;Up-and-coming CIA analyst, Jack Ryan, is thrust into a dangerous field assignment after he uncovers a pattern in terrorist communication that launches him into the center of a dangerous gambit.;Thriller_049.jpg
The Northman;A young Viking prince is on a quest to avenge his father's murder.;Thriller_050.jpg
All Quiet on the Western Front;A young German soldier's terrifying experiences and distress on the western front during World War I.;War_01.jpg
SAS Rogue Heroes;SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.;War_02.jpg
Vikings;Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.;War_03.jpg
SEAL Team;The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.;War_04.jpg
Medieval;The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.;War_05.jpg
Devotion;A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.;War_06.jpg
Band of Brothers;The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day.;War_07.jpg
Halo;Aliens threaten human existence in an epic 26th-century showdown.;War_08.jpg
The Expendables 4;The Expendables will square up against: an arms dealer who commands the might of a massive private army.;War_09.jpg
All Quiet on the Western Front;A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.;War_010.jpg
Hogan's Heroes;The inmates of a German World War II prisoner of war camp conduct an espionage and sabotage campaign right under the noses of their warders.;War_011.jpg
M*A*S*H;The staff of an Army hospital in the Korean War find that laughter is the best way to deal with their situation.;War_012.jpg
Inglourious Basterds;In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.;War_013.jpg
1917;April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.;War_014.jpg
Saving Private Ryan;Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.;War_015.jpg
Kingdom of Heaven;Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.;War_016.jpg
Come and See;After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.;War_017.jpg
The Greatest Beer Run Ever;A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.;War_018.jpg
Brothers;While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.;War_019.jpg
Hacksaw Ridge;World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.;War_020.jpg
The Tudors;A dramatic series about the reign and marriages of King Henry VIII.;War_021.jpg
Full Metal Jacket;A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.;War_022.jpg
Fury;A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.;War_023.jpg
Jojo Rabbit;A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.;War_024.jpg
Dunkirk;Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.;War_025.jpg
Apocalypse Now;A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.;War_026.jpg
Rome;A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.;War_027.jpg
Malena;Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.;War_028.jpg
Braveheart;Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.;War_029.jpg
Pan's Labyrinth;In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.;War_030.jpg
Vikings: Valhalla;Follow-up series to 'Vikings' set 100 years afterward and centering on the adventures of Leif Erikson, Freydis, Harald Hardrada and the Norman King William the Conqueror.;War_031.jpg
Foyle's War;As WWII rages, DCS Foyle fights his own war on the home-front; investigating crime on the south coast of England. Later series, see the retired detective working as an MI5 agent in the aftermath of the war.;War_032.jpg
The Forgotten Battle;1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.;War_033.jpg
Platoon;Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.;War_034.jpg
Wonder Woman;When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.;War_035.jpg
The King;Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.;War_036.jpg
Life Is Beautiful;When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.;War_037.jpg
The Pianist;A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.;War_038.jpg
The Imitation Game;During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.;War_039.jpg
War Horse;Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.;War_040.jpg
Atonement;Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.;War_041.jpg
The Last of the Mohicans;Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.;War_042.jpg
All Quiet on the Western Front;A young soldier faces profound disillusionment in the soul-destroying horror of World War I.;War_043.jpg
Casablanca;A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.;War_044.jpg
Operation Mincemeat;During WWII, two intelligence officers use a corpse and false papers to outwit German troops.;War_045.jpg
The Last Ship;The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.;War_046.jpg
Zero Dark Thirty;A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.;War_047.jpg
The Hunger Games: The Ballad of Songbirds and Snakes;Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.;War_048.jpg
Legends of the Fall;In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.;War_049.jpg
Tropic Thunder;Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.;War_050.jpg
Yellowstone;A ranching family in Montana faces off against others encroaching on their land.;Western_01.jpg
The English;Follows a woman as she seeks revenge on the man she sees as responsible for the death of her son.;Western_02.jpg
1923;The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition and the Great Depression.;Western_03.jpg
1883;Follows the Dutton family as they embark on a journey west.;Western_04.jpg
Killers of the Flower Moon;Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s sparking a major F.B.I. investigation involving J. Edgar Hoover.;Western_05.jpg
Justified;U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky.;Western_08.jpg
